"REF_DATE","GEO","DGUID","Rates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002-11-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2002-11-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2002-12-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2002-12-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2002-12-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2002-12-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-01-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-01-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-01-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-01-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-01-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-02-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-02-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-02-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-02-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-03-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-03-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-03-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-03-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-04-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-04-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-04-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-04-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-04-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-05-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-05-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-05-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-05-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-06-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-06-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-06-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-06-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-07-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-07-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2003-07-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-07-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-07-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-08-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-08-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-08-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-08-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2003-09-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-09-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-09-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-09-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-10-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-10-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-10-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-10-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-10-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-11-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-11-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-11-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-11-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-12-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-12-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-12-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-12-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2003-12-31","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2004-01-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2004-01-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2004-01-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-01-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-02-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-02-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-02-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-02-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-03-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.50","","","","2"
"2004-03-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.50","","","","2"
"2004-03-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.50","","","","2"
"2004-03-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.50","","","","2"
"2004-03-31","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.50","","","","2"
"2004-04-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.50","","","","2"
"2004-04-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-04-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-04-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-05-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-05-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-05-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-05-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-06-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-06-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-06-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-06-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-06-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-07-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-07-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-07-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-07-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-08-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-08-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-08-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-08-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-09-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.25","","","","2"
"2004-09-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.50","","","","2"
"2004-09-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.50","","","","2"
"2004-09-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.50","","","","2"
"2004-09-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.50","","","","2"
"2004-10-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.50","","","","2"
"2004-10-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.50","","","","2"
"2004-10-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-10-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-11-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-11-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-11-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-11-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-12-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-12-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-12-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-12-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2004-12-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-01-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-01-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-01-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-01-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-02-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-02-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-02-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-02-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-03-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-03-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-03-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-03-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-03-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-04-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-04-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-04-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-04-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-05-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-05-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-05-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-05-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-06-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-06-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-06-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-06-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-06-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-07-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-07-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-07-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-07-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-08-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-08-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-08-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-08-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-08-31","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.75","","","","2"
"2005-09-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2005-09-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2005-09-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2005-09-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2005-10-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2005-10-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.00","","","","2"
"2005-10-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2005-10-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2005-11-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2005-11-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2005-11-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2005-11-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2005-11-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.25","","","","2"
"2005-12-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2005-12-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2005-12-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2005-12-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2006-01-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2006-01-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2006-01-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.50","","","","2"
"2006-01-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.75","","","","2"
"2006-02-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.75","","","","2"
"2006-02-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.75","","","","2"
"2006-02-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.75","","","","2"
"2006-02-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.75","","","","2"
"2006-03-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","3.75","","","","2"
"2006-03-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.00","","","","2"
"2006-03-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.00","","","","2"
"2006-03-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.00","","","","2"
"2006-03-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.00","","","","2"
"2006-04-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.00","","","","2"
"2006-04-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.00","","","","2"
"2006-04-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.00","","","","2"
"2006-04-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.25","","","","2"
"2006-05-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.25","","","","2"
"2006-05-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.25","","","","2"
"2006-05-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.25","","","","2"
"2006-05-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-05-31","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-06-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-06-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-06-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-06-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-07-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-07-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-07-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-07-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-08-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-08-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-08-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-08-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-08-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-09-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-09-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-09-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-09-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-10-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-10-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-10-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-10-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-11-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-11-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-11-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-11-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-11-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-12-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-12-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-12-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2006-12-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-01-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-01-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-01-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-01-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-01-31","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-02-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-02-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-02-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-02-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-03-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-03-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-03-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-03-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-04-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-04-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-04-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-04-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-05-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-05-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-05-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-05-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-05-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-06-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-06-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-06-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-06-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-07-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.50","","","","2"
"2007-07-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-07-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-07-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-08-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-08-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-08-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-08-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-08-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-09-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-09-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-09-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-09-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-10-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-10-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
"2007-10-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.75","","","","2"
