"REF_DATE","GEO","DGUID","Rates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1988-06-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.49","","","","2"
"1988-06-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.44","","","","2"
"1988-06-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.44","","","","2"
"1988-07-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.44","","","","2"
"1988-07-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.46","","","","2"
"1988-07-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.54","","","","2"
"1988-07-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.53","","","","2"
"1988-08-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.54","","","","2"
"1988-08-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.54","","","","2"
"1988-08-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.74","","","","2"
"1988-08-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.80","","","","2"
"1988-08-31","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.03","","","","2"
"1988-09-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.23","","","","2"
"1988-09-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.35","","","","2"
"1988-09-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.57","","","","2"
"1988-09-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.54","","","","2"
"1988-10-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.58","","","","2"
"1988-10-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.56","","","","2"
"1988-10-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.54","","","","2"
"1988-10-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.51","","","","2"
"1988-11-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.54","","","","2"
"1988-11-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.86","","","","2"
"1988-11-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.86","","","","2"
"1988-11-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.89","","","","2"
"1988-11-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.84","","","","2"
"1988-12-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.01","","","","2"
"1988-12-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.20","","","","2"
"1988-12-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.19","","","","2"
"1988-12-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.17","","","","2"
"1989-01-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.19","","","","2"
"1989-01-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.20","","","","2"
"1989-01-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.42","","","","2"
"1989-01-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.54","","","","2"
"1989-02-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.43","","","","2"
"1989-02-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.51","","","","2"
"1989-02-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.63","","","","2"
"1989-02-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.70","","","","2"
"1989-03-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.86","","","","2"
"1989-03-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.12","","","","2"
"1989-03-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.12","","","","2"
"1989-03-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.40","","","","2"
"1989-03-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.40","","","","2"
"1989-04-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.39","","","","2"
"1989-04-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.42","","","","2"
"1989-04-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.52","","","","2"
"1989-04-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.61","","","","2"
"1989-05-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.62","","","","2"
"1989-05-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.61","","","","2"
"1989-05-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.50","","","","2"
"1989-05-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.30","","","","2"
"1989-05-31","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.40","","","","2"
"1989-06-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.42","","","","2"
"1989-06-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.31","","","","2"
"1989-06-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.31","","","","2"
"1989-06-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.31","","","","2"
"1989-07-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.33","","","","2"
"1989-07-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.30","","","","2"
"1989-07-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.30","","","","2"
"1989-07-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.32","","","","2"
"1989-08-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.36","","","","2"
"1989-08-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.40","","","","2"
"1989-08-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.41","","","","2"
"1989-08-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.38","","","","2"
"1989-08-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.40","","","","2"
"1989-09-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.41","","","","2"
"1989-09-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.37","","","","2"
"1989-09-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.47","","","","2"
"1989-09-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.47","","","","2"
"1989-10-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.48","","","","2"
"1989-10-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.48","","","","2"
"1989-10-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.46","","","","2"
"1989-10-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.43","","","","2"
"1989-11-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.42","","","","2"
"1989-11-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.47","","","","2"
"1989-11-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.49","","","","2"
"1989-11-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.49","","","","2"
"1989-11-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.47","","","","2"
"1989-12-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.46","","","","2"
"1989-12-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.45","","","","2"
"1989-12-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.44","","","","2"
"1989-12-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.47","","","","2"
"1990-01-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.47","","","","2"
"1990-01-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.44","","","","2"
"1990-01-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.43","","","","2"
"1990-01-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.14","","","","2"
"1990-01-31","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.29","","","","2"
"1990-02-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.59","","","","2"
"1990-02-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.79","","","","2"
"1990-02-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.32","","","","2"
"1990-02-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.25","","","","2"
"1990-03-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.41","","","","2"
"1990-03-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.31","","","","2"
"1990-03-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.28","","","","2"
"1990-03-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.38","","","","2"
"1990-04-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.51","","","","2"
"1990-04-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.61","","","","2"
"1990-04-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.61","","","","2"
"1990-04-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.77","","","","2"
"1990-05-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.80","","","","2"
"1990-05-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.79","","","","2"
"1990-05-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.77","","","","2"
"1990-05-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.80","","","","2"
"1990-05-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","14.05","","","","2"
"1990-06-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.92","","","","2"
"1990-06-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.72","","","","2"
"1990-06-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.80","","","","2"
"1990-06-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.90","","","","2"
"1990-07-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.83","","","","2"
"1990-07-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.73","","","","2"
"1990-07-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.67","","","","2"
"1990-07-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.59","","","","2"
"1990-08-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.48","","","","2"
"1990-08-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.42","","","","2"
"1990-08-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.34","","","","2"
"1990-08-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.07","","","","2"
"1990-08-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","13.01","","","","2"
"1990-09-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.92","","","","2"
"1990-09-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.82","","","","2"
"1990-09-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.70","","","","2"
"1990-09-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.61","","","","2"
"1990-10-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.65","","","","2"
"1990-10-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.59","","","","2"
"1990-10-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.59","","","","2"
"1990-10-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.66","","","","2"
"1990-10-31","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.66","","","","2"
"1990-11-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.61","","","","2"
"1990-11-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.49","","","","2"
"1990-11-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.35","","","","2"
"1990-11-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.25","","","","2"
"1990-12-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.26","","","","2"
"1990-12-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.16","","","","2"
"1990-12-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","12.01","","","","2"
"1990-12-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.78","","","","2"
"1991-01-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.72","","","","2"
"1991-01-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.50","","","","2"
"1991-01-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.30","","","","2"
"1991-01-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","11.08","","","","2"
"1991-01-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.88","","","","2"
"1991-02-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.73","","","","2"
"1991-02-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.49","","","","2"
"1991-02-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.26","","","","2"
"1991-02-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","10.02","","","","2"
"1991-03-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.97","","","","2"
"1991-03-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.98","","","","2"
"1991-03-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.92","","","","2"
"1991-03-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.92","","","","2"
"1991-04-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.92","","","","2"
"1991-04-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.81","","","","2"
"1991-04-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.71","","","","2"
"1991-04-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.66","","","","2"
"1991-05-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.49","","","","2"
"1991-05-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.33","","","","2"
"1991-05-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.22","","","","2"
"1991-05-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.15","","","","2"
"1991-05-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.07","","","","2"
"1991-06-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","9.06","","","","2"
"1991-06-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.96","","","","2"
"1991-06-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.92","","","","2"
"1991-06-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.91","","","","2"
"1991-07-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.90","","","","2"
"1991-07-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.89","","","","2"
"1991-07-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.89","","","","2"
"1991-07-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.95","","","","2"
"1991-07-31","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.94","","","","2"
"1991-08-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.91","","","","2"
"1991-08-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.88","","","","2"
"1991-08-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.84","","","","2"
"1991-08-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.80","","","","2"
"1991-09-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.78","","","","2"
"1991-09-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.80","","","","2"
"1991-09-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.72","","","","2"
"1991-09-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.68","","","","2"
"1991-10-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.59","","","","2"
"1991-10-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.46","","","","2"
"1991-10-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.33","","","","2"
"1991-10-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.30","","","","2"
"1991-10-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.17","","","","2"
"1991-11-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.04","","","","2"
"1991-11-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.73","","","","2"
"1991-11-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.78","","","","2"
"1991-11-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.69","","","","2"
"1991-12-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.66","","","","2"
"1991-12-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.54","","","","2"
"1991-12-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.57","","","","2"
"1991-12-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.67","","","","2"
"1992-01-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.67","","","","2"
"1992-01-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.46","","","","2"
"1992-01-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.33","","","","2"
"1992-01-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.20","","","","2"
"1992-01-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.08","","","","2"
"1992-02-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.29","","","","2"
"1992-02-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.33","","","","2"
"1992-02-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.46","","","","2"
"1992-02-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.56","","","","2"
"1992-03-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.50","","","","2"
"1992-03-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.71","","","","2"
"1992-03-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.82","","","","2"
"1992-03-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.65","","","","2"
"1992-04-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.49","","","","2"
"1992-04-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.41","","","","2"
"1992-04-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.99","","","","2"
"1992-04-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.99","","","","2"
"1992-04-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.85","","","","2"
"1992-05-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.97","","","","2"
"1992-05-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.78","","","","2"
"1992-05-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.62","","","","2"
"1992-05-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.50","","","","2"
"1992-06-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.33","","","","2"
"1992-06-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.23","","","","2"
"1992-06-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.08","","","","2"
"1992-06-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.91","","","","2"
"1992-07-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.85","","","","2"
"1992-07-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.73","","","","2"
"1992-07-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.66","","","","2"
"1992-07-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.61","","","","2"
"1992-07-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.50","","","","2"
"1992-08-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.42","","","","2"
"1992-08-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.32","","","","2"
"1992-08-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.19","","","","2"
"1992-08-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.11","","","","2"
"1992-09-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.07","","","","2"
"1992-09-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","4.93","","","","2"
"1992-09-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.14","","","","2"
"1992-09-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.34","","","","2"
"1992-09-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.69","","","","2"
"1992-10-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.62","","","","2"
"1992-10-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.93","","","","2"
"1992-10-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.81","","","","2"
"1992-10-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.37","","","","2"
"1992-11-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.30","","","","2"
"1992-11-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.18","","","","2"
"1992-11-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.97","","","","2"
"1992-11-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.82","","","","2"
"1992-12-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","8.27","","","","2"
"1992-12-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.76","","","","2"
"1992-12-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.70","","","","2"
"1992-12-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.43","","","","2"
"1992-12-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.36","","","","2"
"1993-01-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","7.27","","","","2"
"1993-01-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.99","","","","2"
"1993-01-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.76","","","","2"
"1993-01-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.81","","","","2"
"1993-02-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.63","","","","2"
"1993-02-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.40","","","","2"
"1993-02-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.30","","","","2"
"1993-02-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","6.09","","","","2"
"1993-03-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.89","","","","2"
"1993-03-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.66","","","","2"
"1993-03-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.56","","","","2"
"1993-03-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.46","","","","2"
"1993-03-31","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.36","","","","2"
"1993-04-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.54","","","","2"
"1993-04-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.37","","","","2"
"1993-04-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.27","","","","2"
"1993-04-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.60","","","","2"
"1993-05-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.39","","","","2"
"1993-05-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","5.23","","","","2"
